text;label;relevance
03ser01/11/005 municipal infrastructure agency support programme - sub 8, municipality of varvarin 03ser01/11/005 municipal infrastructure agency support programme - sub 8, municipality of varvarin water supply in the municipality of varvarin;Urban Dev: Cities, Infra, Smart;0.0
04ser02/01/015 improving mobility and better education opportunities 04ser02/01/015 improving mobility and better education opportunities reference : cards/2008/166-779-04ser02/01/015 improving mobility and better education opport;Erasmus mobility: students, grants, EA, academic, aid;0.0
05/303 hiv/aids asien rescheduling and refinancing;Outlier Topic;0.0
06mac01/07/104 ta to the sme develeopment 06mac01/07/104 ta to the sme develeopment reference : cards/2008/165-995-06mac01/07/104 ta to the sme develeopment;B7 projects '99, '01, '00, '05, '08, ex' (10);0.0
1.3. nutrition 1.3. nutrition 1.3. nutrition.  iran;Nutrition output FP42 health food;0.0
1.4. participation 1.4. participation;Outlier Topic;0.0
10729. newborn care newborn care newborn care;MNCH mortality care;0.0
1100007  democratic pluralism initiative media & alternative information;Media Freedom Journalism;0.0
13-pr1-0233/fundacion ehas/guatemala/160.000€/healthy pregnancy 13-pr1-0233/fundacion ehas/guatemala/160.000€/healthy pregnancy 13-pr1-0233/fundacion ehas/guatemala/160.000?/embarazo saludable;Outlier Topic;0.0
132 kv transmission 132 kv transmission kfaed internal sector: energy/transmission;Power Transm. & Distrib.;0.0
18+ initiative: ending child marriages in mulanje district in malawi 18+ initiative: ending child marriages in mulanje district in malawi to contribute to at contributing to eradication of child marriages through, economic empowerment of girls, and their families so that girls are able girls to remain in school and avert child marriages.;Outlier Topic;0.0
2.1 evidence-based csd policies 2.1 evidence-based csd policies 2.1 evidence-based csd policies;Outlier Topic;0.0
2014 program - expand and support agricultural financial services 2014 program - expand and support agricultural financial services deliver programs looking at different models and products of ag finance.;Outlier Topic;0.0
2018 oecd grant programme for international student assessment for 2018 oecd grant programme for international student assessment for essential services  - education;Outlier Topic;0.0
2020 jrs iraq[awards-  cooperative agreements] 2020 jrs iraq[awards-  cooperative agreements] increasing access to protection, mental health, psychosocial support, and education for idp and returnee minorities in dohuk and ninewa governorates;Outlier Topic;0.0
2021 project - initiative for youth in agricultural transformation 2021 project - initiative for youth in agricultural transformation programme: young africa works country programs. sub-programme: young africa works ghana. description: <p>the kic program aims to build capacity of ghana's youth, reduce youth unemployment and enhance the agricultural value chain.</p>;Agricultural productivity for smallholder farmers in Africa;0.0
2022 ifrc emergency appeal - african hunger - ccaa convention 2022 ifrc emergency appeal - african hunger - ccaa convention 2022 ficr llamamiento de emergencia - hambre áfrica - convenio ccaa;Outlier Topic;0.0
204 multi-sector coordination,planning,monitoring &humanresource dev fornutrition 204 multi-sector coordination,planning,monitoring &humanresource dev fornutrition 204 multi-sector coordination,planning,monitoring &humanresource dev fornutrition.  india;Nutrition output FP42 health food;0.0
2256413072.3.2 2.3 health emergencies rapidly detected and responded to 2256413072.3.2 2.3 health emergencies rapidly detected and responded to 2256413072.3.2 acute health emergencies rapidly responded to, leveraging relevant national and international capacities;Outlier Topic;0.0
2272413072.3.1 potential health emergencies rapidly detected, and risks assessed and communicated 2272413072.3.1 potential health emergencies rapidly detected, and risks assessed and communicated 2272413072.3.1 potential health emergencies rapidly detected, and risks assessed and communicated;Outlier Topic;0.0
2285413074.1.2 4.1 strengthened country capacity in data and innovation 2285413074.1.2 4.1 strengthened country capacity in data and innovation 2285413074.1.2 gpw 13 impacts and outcomes, global and regional health trends, sustainable development goal indicators, health inequalities and disaggregated data monitored;Outlier Topic;0.0
239mena negotiating trade 239mena negotiating trade;Trade Policies & Facilitation;0.0
2440413071.3.5 countries enabled to address antimicrobial resistance through strengthened surveillance systems, laboratory capacity, infection prevention and control, awareness-raising and evidence-based policies and practices 2440413071.3.5 countries enabled to address antimicrobial resistance through strengthened surveillance systems, laboratory capacity, infection prev 2440413071.3.5 countries enabled to address antimicrobial resistance through strengthened surveillance systems, laboratory capacity, infection prevention and control, awareness-raising and evidence-based policies and practices;Antimicrob Resist Surveil Infect Lab Policies Prev Control;0.0
2980382  middle east peace project administration and management;Peace-Conflict-Building-Prevention-Resolution;0.0
2nd emsap supervision mission std control including hiv/aids 2nd emsap supervision mission hiv/aids prevention by participation at the 2nd supervision mis- sion to review the hiv/aids initiative by wb/et (emsap);HIV/AIDS STD Control;0.0
3 frontieres - gourma 3 frontieres - gourma stabilisation gourma-3 frontieres - gourma;Outlier Topic;0.0
3451411433.2.1 3.2 risk factors reduced through multisectoral action 3451411433.2.1 3.2 risk factors reduced through multisectoral action 3451411433.2.1 countries enabled to develop and implement technical packages to address risk factors through multisectoral action;Outlier Topic;0.0
3640411431.1.5 countries enabled to strengthen their health workforce 3640411431.1.5 countries enabled to strengthen their health workforce 3640411431.1.5 countries enabled to strengthen their health workforce;Outlier Topic;0.0
3880070  rural electrification iii energy mgt, planning, policy & prod.;Rural Electrification Projects;0.0
4.technical, organizational and management capacity building 4.technical, organizational and management capacity building;Capacity Bldg Proj-Dev Capacity;0.0
401 social policy and economic analyses 401 social policy and economic analyses 401 social policy and economic analyses;Social Welfare Servs;0.0
4th structural adjustment pgm;Outlier Topic;0.0
5190394  peace and national recovery human resources dvpt for individuals;Peace-Conflict-Building-Prevention-Resolution;0.0
5240312  family planning expansion/regionalizatio family planning / service delivery;Family Planning FP Output Reduce Expand;0.0
586403-epp-1-2017-1-ps-eppka2-cbhe-jp 586403-epp-1-2017-1-ps-eppka2-cbhe-jp increasing the conformance of academia towards rehabilitation engineering;Rehab Proj Hosp Care;0.0
6170128  policy analysis & capacity building civic education;Outlier Topic;0.0
70101. project support project support project support.  international child development centre (icdc);Outlier Topic;0.0
83/01/v enabl env com. policy and administrative mgmt : enabl. env.;Outlier Topic;0.0
?legal and regulatory framework, government accounting, treasury single account and cash management? ?legal and regulatory framework, government accounting, treasury single account and cash management? ?legal and regulatory framework, government accounting, treasury single account and cash management?;Outlier Topic;0.0
a good start - les nouveau-nés vulnérables démarrent dans la vie en bonne santé a good start - les nouveau-nés vulnérables démarrent dans la vie en bonne santé les chances de survie des prématurés et des nouveau-nés de faible poids doivent être augmentées grâce à la mise en place d'unités de soins néonatals (intensifs) dans deux hôpitaux. parallèlement, le personnel sera formé en conséquence.;MNCH mortality care;0.0
a more competitive southern african economy business support services & institutions a more competitive southern african economy [personal service contractors - usaid];Outlier Topic;0.0
a new global architecture for gender equality a new global architecture for gender equality to support the women and foreign policy program at the council on foreign relations to help shape the usg's commitment at the upcoming generation equality forum and propose a new global architecture for gender equality;Gender Equality & Women Empowerment;0.0
a project to assess the evolving energy mix in thailand with the view to improving security and stability of electricity supply across the country using best practices from international energy agency iea work and relevant case studies enhanced electricity energy security in thailand enhanced electricity energy security in thailand;;0.0
a rights-based approach to food security project a rights-based approach to food security project establishment of food security that emphasises the rights of everyone involved and addresses problems of poor governance.;Food Sec. Prog./Alimentaria;0.0
a small-scale ceramics project workshop a small-scale ceramics project workshop modernizace hrn?í?ské dílny  v p?írodní rezervaci dibeen.;Outlier Topic;0.0
a support to the nuclear safety authority of armenia institution building a support to the nuclear safety authority of armenia institution building a support to the nuclear safety authority of armenia institution building;;0.0
a.t. au commissariat general au dev. a.t. au commissariat general au dev.;Outlier Topic;0.0
aap 2020 - eidhr country based support scheme near aap 2020 - eidhr country based support scheme near aap 2020 - eidhr country based support scheme near;EIDHR CBSS Action Prog;0.0
aavishkaar india fund vi aavishkaar india fund vi aavishkaar india fund vi;Outlier Topic;0.0
abaito association for development of agriculture and stock farming will construct a primary school in order to improve learning environment for children in abaito the project for construction of a primary school in abaito the project for construction of a primary school in abaito;;0.0
abbatoir constr.;Study scholarships II-III, internships, NGO subsidies;0.0
abm adplan 2008-09 abm adplan 2008-09 abm adplan 2008-09;2008 proj (IPM, HLC, GenCap, LAP/LCF);0.0
ac12 : budget cmg mereva 2021 - contribution au cdi ub2 : 1 etp ac12 : budget cmg mereva 2021 - contribution au cdi ub2 : 1 etp;Outlier Topic;0.0
ac228country health emergency preparedness and the international health regulations (2005) ac228country health emergency preparedness and the international health regulations (2005) country health emergency preparedness and the international health regulations (2005);Outlier Topic;0.0
ac243malaria ac243malaria malaria;Malaria Control-Elimination;0.0
ac338ageing and health 12110 ac338ageing and health 12110 ageing and health;Outlier Topic;0.0
ac352emergency operations72050 ac352emergency operations72050 emergency operations;Outlier Topic;0.0
ac428management and administration ac428management and administration management and administration;Outlier Topic;0.0
ac4371.1.5 countries enabled to strengthen their health workforce ac4371.1.5 countries enabled to strengthen their health workforce 1.1 improved access to quality essential health services;Outlier Topic;0.0
ac440emergency operations72050 ac440emergency operations72050 emergency operations;Outlier Topic;0.0
ac611noncommunicable diseases12191 ac611noncommunicable diseases12191 noncommunicable diseases;Subv. AEFE pays, French primary schools, APD;0.0
ac63012.2 country health emergency preparedness and the international health regulations (2005) ac63012.2 country health emergency preparedness and the international health regulations (2005) 12.2 country health emergency preparedness and the international health regulations (2005);Outlier Topic;0.0
ac6453.1.2 countries enabled to address environmental determinants of health, including climate change ac6453.1.2 countries enabled to address environmental determinants of health, including climate change 3.1 determinants of health addressed;Outlier Topic;0.0
ac665infectious hazard management12250 ac665infectious hazard management12250 infectious hazard management;Outlier Topic;0.0
ac7283.1 reproductive, maternal, newborn, child and adolescent health ac7283.1 reproductive, maternal, newborn, child and adolescent health 3.1 reproductive, maternal, newborn, child and adolescent health;Outlier Topic;0.0
ac7401.5 vaccine-preventable diseases ac7401.5 vaccine-preventable diseases 1.5 vaccine-preventable diseases;Outlier Topic;0.0
ac832leadership and governance12110 ac832leadership and governance12110 leadership and governance;Outlier Topic;0.0
ac8661.3 malaria ac8661.3 malaria 1.3 malaria;Malaria Control-Elimination;0.0
ac8683.5 health and the environment ac8683.5 health and the environment 3.5 health and the environment;Outlier Topic;0.0
ac: eastern mediterranean region communicable diseases ac: eastern mediterranean region communicable diseases infectious disease control;Infectious Disease Control - Communicable Tropical Diseases;0.0
ac: zimbabwe chronic non communicable conditions, mental disorders, violence and injuries ac: zimbabwe chronic non communicable conditions, mental disorders, violence and injuries health policy and administrative management;Outlier Topic;0.0
academic center for digital innovation in east africa academic center for digital innovation in east africa courses offered by east african universities meet the needs of private sector, public sector and civil society stakeholders in the region's digital transformation.;Outlier Topic;0.0
academy for women entrepreneurs (awe) dakur fashions clothing manufacturing capacity building academy for women entrepreneurs (awe) dakur fashions clothing manufacturing capacity building 26 beneficiaries, 8 women beneficiaries. nomathemba, through her company dakur fashions, aims to increase the production of her leather clothing and improve sales revenue by acquiring clothing and accessory raw materials, leather hide input, and manufacturing equipment.;Outlier Topic;0.0
acc mida brain-gain health sec brain-gain health sec brain gain initiative for the health sector in ghana involving ghanaians from the netherlands and uk;Health workforce, Uganda, system strengthening;0.0
accelerated electricity access rural expansion accelerated electricity access rural expansion;;0.0
accelerating access to global health products in africa through nepad's c accelerating access to global health products in africa through nepad's c to coordinate and facilitate effective and impactful implementation of the africa medicines regulatory harmonization (amrh) initiative;Health workforce, Uganda, system strengthening;0.0
accelerating investment in distributed energy in rural qingdao accelerating investment in distributed energy in rural qingdao accelerating investment in distributed energy in rural qingdao;;0.0
acceleration fund: scaling commercial distribution of user-controlled sexual health choices acceleration fund: scaling commercial distribution of user-controlled sexual health choices dkt srh commercial distribution;Outlier Topic;0.0
acceleration of access to services for the prevention of hiv infection, of  care and treatment and for community support acceleration of access to services for the prevention of hiv infection, of  care and treatment and for community support ;HIV/AIDS STD Control;0.0
acceso a agua potable, saneamiento básico, capacitación comunitaria y fortalecimiento institucional para el buen vivir acceso a agua potable, saneamiento básico, capacitación comunitaria y fortalecimiento institucional para el buen vivir el projecte vol garantir el dret a l'aigua potable i al sanejament bàsic a la comunitat de challa mayu mitjançant la perforació d'un pou, la construcció del sistema de distribució i la construcció de latrines seques;Drinking Water Supply & Basic Sanitation;0.0
access to basic services for the vulnerable population in lebanon economic recovery and basic infrastructure access to basic services for the vulnerable population in lebanon economic recovery and basic infrastructure the overall objective of the action is to warranty that access to water supply in aamaret el baykat, quoshlok and wadi el hor is safe, sustainable and managed by the north lebanon water establishment (nlwe) and the community.  the activities to be undertaken in this project fall under three categories: community mobilization, infrastructure, and system management.;Lebanon reconstruction-Dialogue-Local-Violent Conflict;0.0
access to justice for poor women access to justice for poor women to enhance economic equality between women and men at the workplace and in the private sphere through improving the implementation and enforcement of national legislation in line with cedaw;Outlier Topic;0.0
access to the right to a decent housing and adequate sanitation from a gender perspective for 13 women and their families of the rural community access to the right to a decent housing and adequate sanitation from a gender perspective for 13 women and their families of the rural community título completo del proyecto: acceso al derecho a una vivienda digna con saneamiento adecuado desde una perspectiva de género para 13 mujeres y sus familias de la comunidad rural de mallapuram, distrito de anantapur. india :: el proyecto pretende crear un asentamiento humano inclusivo, digno y seguro en la aldea rural de mallapuram, distrito de anantapur, para familias pertenecientes a las castas más desfavorecidas de la india. para ello se plantea la construcción de 13 viviendas, haciendo efectivos los derechos de acceso a una vivienda y al saneamiento de 13 mujeres, futuras personas propietarias y sus familiares. al mismo tiempo, se propone promover la participación local en todas las fases del proyecto, fortalecer las estructuras comunitarias de base, así como la mejora de los niveles de concienciación desde una perspectiva de género sobre los derechos al saneamiento y sobre las implicaciones de la defecación al aire libre. concretamente a través de la consecución de los siguientes resultados:1.- habilitado el derecho a una vivienda digna en propiedad a 13 familias de la comunidad de mallapuram.2.- habilitado el derecho a un saneamiento básico y mejorado la higiene de 25 mujeres y 36 hombres pertenecientes a colectivos más desfavorecidos de la comunidad de mallapuram.3.- reforzadas y empoderadas en su capacidad de auto organización las familias destinatarias de la comunidad rural de mallapuram.;Low-cost Housing: Viviendas, Slums, Digna;0.0
access to/application of information/telecommunications services expandd access to/application of information/telecommunications services expandd access to and application of information and telecommunications services expanded human capacity development adult education, training, inf. tech. information technology and telecommunications 3: human capacity built through education and training 3.2: contribution of institutions of higher education to sust. devel. increased;Outlier Topic;0.0
accompanying measures 2007 for sugar protocol countries - belize promotion of development awareness support to the visibility for eu projects in belize;Sugar Factory Rehab (2200t, 6094t);0.0
accord-cadre care in luxembourg 2020-2023 accord-cadre care in luxembourg 2020-2023 développement agricole (mise en place d'écoles paysannes, formations des agriculteurs à des pratiques de l'agriculture durable, promotion de la culture maraichères, utilisation de semences fortifiées, promotion de l'élevage de petit bétail et de la pisciculture);Outlier Topic;0.0
accord-cadre care in luxembourg 2020-2023 accord-cadre care in luxembourg 2020-2023 sensibilisation sur la santé maternelle et néonatale, le mariage et les grossesses précoces dans les communautés;Outlier Topic;0.0
accord-cadre fondation raoul follereau 2021-2025 accord-cadre fondation raoul follereau 2021-2025 former à un métier et/ou scolariser les jeunes victimes de traite des départements de borgou-alibori et de l'atacora-donga;Outlier Topic;0.0
accord-cadre sos villages d'enfants monde asbl 2010-2012 accord-cadre sos villages d'enfants monde asbl 2010-2012 programme d'éducation à tachkent;Outlier Topic;0.0
accountable grant - drug control and access to opiate medication accountable grant - drug control and access to opiate medication to ensure access to a globally relevant set of tools and guidelines to accelerate policy reform related to access to opioid medication;Drug Control & Prevention;0.0
accountable grant bsfd0007: ees for the global dimension in north east schools (1 apr 07 31 mar '12  £800k) accountable grant bsfd0007: ees for the global dimension in north east schools (1 apr 07 31 mar '12  £800k) the enabling effective support (ees) programme, which works in twelve regions of the uk, supports teaching in uk schools on global and international development issues.;Irish Dev Ed Civil Soc Proj Funding;0.0
accès à la terre lega resource center strengthening civil society strijd voor een rechtavaardige toegang tot grond lega resource center;Strengthening Civil Society;0.0
acdivocas cdp activity includes a series of activities that pursue the els divisions critical cooperative challenges including establishing principles of sound cooperative law and strategies to improve the legislative and regulatory environmentsstrengthening cooperative participation and governancedeveloping planning and information systems andestablishing the characteristics of replication scale and salienceacdivoca works with primary cooperatives federal cooperatives and cooperative support organizations to contribute to greater food security and improved foundations for economic growth to achieve this acdivoca works with cooperatives to strengthen their financial and service delivery management while assisting with expanded trade and investment over the life of the award acdivocas work with farmer organizations will contribute to an estimated increase of percent in new membership while extending acdivocas project outreach to small holder householdsin support of distance learning efforts acdivoca will establish four incountry cooperative learning information centers clics with the strong support of various host country institutions including the kenyan ministry of cooperatives and marketing the cooperative college of kenya the federal agency for cooperatives in ethiopia the ministry of agriculture and the interamerican institute for cooperation on agriculture iica in paraguay cooperative development program cdpacdivoca civic participation cooperative development program cdpacdivoca civic participation;;0.0
achats et investissements informatiques vlaams agentschap voor internationale samenwerking administrative costs;Admin Costs ODA Expenses;0.0
aclithuanialeadership and governance ac: lithuanialeadership and governance leadership and governance;Outlier Topic;0.0
acmalihealth and the environment ac: malihealth and the environment health and the environment;Outlier Topic;0.0
acromanialeadership and governance ac: romanialeadership and governance leadership and governance;Outlier Topic;0.0
acsamoanational health policies, strategies and plans ac: samoanational health policies, strategies and plans national health policies, strategies and plans;Outlier Topic;0.0
acsouth africanutrition and food safety ac: south africanutrition and food safety basic nutrition;Outlier Topic;0.0
actimor-lestestrategic planning, resource coordination and reporting ac: timor-lestestrategic planning, resource coordination and reporting strategic planning, resource coordination and reporting;Outlier Topic;0.0
action center for recycling and improvement of actors in the informal economy action support project for production and processing groups in peripheral areas of loméa global donation global donation;;0.0
action de caême - financement des systèmes de production agricole action de caême - financement des systèmes de production agricole decentralised development cooperation;Agric Dev (Agri, Proj);0.0
actionaid international foundation nigeria actionaid international foundation nigeria programme: girls' secondary education. description: to promote girl's retention and enrolment in secondary school (over two years).;Girls Ed (10);0.0
actions dans le domaine de la culture (institut français) actions dans le domaine de la culture (institut français) instituts français -   laos;Inst. Fr. Cult. Actions;0.0
adapt monitoring framework to the global aids strategy 2021-2026 and the 2021 political declaration adapt monitoring framework to the global aids strategy 2021-2026 and the 2021 political declaration implementation of a web maintenance support for aidsinfo, laws and policy, and the 6 regional si-hubs websites;End AIDS commitments '21-'26: Sustain, enhance, implement;0.0
adapt monitoring framework to the global aids strategy 2021-2026 and the 2021 political declaration adapt monitoring framework to the global aids strategy 2021-2026 and the 2021 political declaration mask;End AIDS commitments '21-'26: Sustain, enhance, implement;0.0
adapt monitoring framework to the global aids strategy 2021-2026 and the 2021 political declaration adapt monitoring framework to the global aids strategy 2021-2026 and the 2021 political declaration undss annual inter-agency shared security cost for 2021;End AIDS commitments '21-'26: Sustain, enhance, implement;0.0
add eea/eepri strengthening civil society to support the activities of the ethiopian economic association for the period 2006-2010;Outlier Topic;0.0
addendum no 2 to contract no enpi/2010/249-947 eu advisory group to the republic of armenia - phase iii addendum no 2 to contract no enpi/2010/249-947 eu advisory group to the republic of armenia - phase iii the eu advisory group offers comprehensive support to a number of key ministries by providing high-level advisers to support armenia's reform efforts and the implementation of the enp action plan. they provide a balanced mix of policy, legal and inst;Outlier Topic;0.0
additional contribution to un ocha-opt additional contribution to un ocha-opt in 2020, ireland disbursed a total of €400,000 to the opt humanitarian fund managed by un ocha on behalf of the humanitarian coordinator. it is designed to allocate funds quickly for unexpected emergencies or unforeseen events, in addition to delivering strategic responses which remain unfunded.;Outlier Topic;0.0
additional funding higher education;Higher Ed: University Learning;0.0
additional support programme for the former yugoslav republic of macedonia additional programme for the former yugoslav republic of macedonia;Cross Border IPA Balkans Bosnia Herzegovina;0.0
addressing israeli actions and its land policies in the opt addressing israeli actions and its land policies in the opt the project will monitor, analyse and document all israel s actions and land policies in the opt, with the aim to disseminate the collected information to key stakeholders, to advocate for a better environment for peace.;Palestinian Dev/Conflict/Rights (WB/GZA);0.0
adjustment of health services adjustment of health services the project provides for the adaptation of health services in barrio el recreo - puerto asis, to allow for an increase in the number of patients who can benefit from adequate treatment.;Outlier Topic;0.0
administration territoriale administration territoriale administration territoriale - iec - autres immobilisations corporelles;Outlier Topic;0.0
administration territoriale administration territoriale administration territoriale - téléphonie fixe;Outlier Topic;0.0
administration territoriale-communication et représentation de l'etat administration territoriale-communication et représentation de l'etat administration territoriale-communication et représentation de l'etat-entretien matériels de transport civil;Outlier Topic;0.0
administrative arrangement between the aidco and the jrc for evaluating and analysing the first call for proposals of the energy facility global evaluation and analysis of the energy and water facilities energy component global evaluation and analysis of the energy and water facilities energy component;;0.0
administrative cost of mfa missions abroad for mozambique administrative cost of mfa missions abroad for mozambique administrative cost of mfa missions abroad for mozambique. costs generated from the embassy of finland;Admin Costs ODA Expenses;0.0
administrative costs administrative costs mors: 2 osebi za polni delovni ?as in 1 oseba 10% delovnega ?asa ter 2 osebi 5% delovnega ?asa.sv: 2 delavca 5 % delovnega ?asa.urszr: 2 osebi: 30%, 3 osebe: 20%, 1 oseba: 10%, 4 osebe: 5%.;Admin Costs ODA Expenses;0.0
administrative costs from the district cooperation department. administrative costs from the district cooperation department. título completo del proyecto: costes administrativos calculados del departamento de cooperación municipal :: costes calculados en función del 8% del gasto comprometido, propuesto por la guía de introducción de datos, incrementados en 2.994,75 ? correspondientes a la contratación de una consultoría para la evaluación ex-ante de proyectos presentados a convocatoria de subvenciones;Admin Costs ODA Expenses;0.0
administrative costs of ada - contribution of federal ministry for european and international affairs to running costs administrative costs of ada - contribution of federal ministry for european and international affairs to running costs administrative costs of ada - contribution of federal ministry for european and international affairs to running costs;Admin Costs ODA Expenses;0.0
administrative costs of oda projects in cuba administrative costs of oda projects in cuba project facilitation costs covering planning, implementation and resources as part of a prosperity strategy in cuba.;Admin Costs ODA Expenses;0.0
administrative expenses administrative expenses título completo del proyecto: gastos administrativos :: costes administrativos generados en la gestión del área de cooperación de la diputación foral de alava;Admin Costs ODA Expenses;0.0
administrative expenses international cooperation administrative expenses international cooperation título completo del proyecto: gastos administrativos cooperación internacional :: gastos para la gestión de el programa municipal de cooperación internacional para el desarrollo y la acción humanitaria;Admin Costs ODA Expenses;0.0
administrator sector not specified : administrator;Outlier Topic;0.0
adra - blue nile water and sanitation project in sudan, 2013 adra - blue nile water and sanitation project in sudan, 2013 adra - blue nile water and sanitation project in sudan, 2013;Outlier Topic;0.0
adra denmark efforts in relation to the food crisis in yemen, 2017 adra denmark efforts in relation to the food crisis in yemen, 2017 adra denmark efforts in relation to the food crisis in yemen 2017;Yemen humanitarian aid in conflict areas (10);0.0
advanced tax administration advanced tax administration this training course provides four sessions such as overview of korean taxation system, tax administration of korea, korean e-tax, and seminar;Tax Admin-Revenue Mgmt (OECD, Dev Cts);0.0
advisor for school management program advisor for school management program advisor for school management program;Edu Pol Admin Mgmt;0.0
aermc - accès à l'eau potable et à l'assainissement dans la commune de sarh au tchad aermc - accès à l'eau potable et à l'assainissement dans la commune de sarh au tchad 1. construction d'une muni adduction d'eau potable alimentée par un système solaire et de de 2 latrines publiques , 2. mise en place et accompagnement de l'auspe, structure de gestion de la mini-aep et des blocs latrines , 3. mise en place et accompagnement du comité d'hygiène et du comité de salubrité , 4. formation de l'agent du service technique de la commune , 5. campagne de sensibilisation aux bonnes pratiques d'hygiène.;Outlier Topic;0.0
afdb sector agriculture and rural development afdb subsector agriculture cacao bengamisa ii cacao bengamisa ii;;0.0
afdb sector power afdb subsector electricity north core kv transmission line north core kv transmission line;;0.0
afdb sector power afdb subsector electricity scalingup energy access project scalingup energy access project;;0.0
afdb sector power afdb subsector petroleum afdb nonsovereign operation;;0.0
afdb sector power afdb subsector power electricity iv electricity iv;;0.0
afdb sector water supply and sanitation afdb subsector sanitation assainissement et irrigation de djibouti assainissement et irrigation de djibouti;;0.0
africa regional migration program africa regional migration program the objective of the africa regional migration capacity-building program armp is to strengthen governments capacities to manage migration in a sustainable and humane manner.;Migration & Dev Backstopping;0.0
african agricultural capital african agricultural capital fund to increase the availability of capital to early-stage agricultural enterprises;Outlier Topic;0.0
african future development african future development summary: many rural primary schools in the drc are very poorly equipped and run, resulting in high dropout rates for children and poor results in examinations. parental involvement is minimal, and government priorities lie elsewhere.;Teacher Ed Support Proj: Improving Basic Edu;0.0
african regional assembly of the world alliance for citizen participation african regional assembly of world alliance for citizen participation;Africa dev proj: TZ, GHA, S A, E Ast, Bud Sup;0.0
african research partnerships through the africa health systems initiative / partenariats de recherche africains grâce à l'initiative sur les systèmes de santé en afrique health personnel development the project aims to support research partnerships between african and canadian researchers to find solutions to africa's human resources crisis and to strengthen health systems in africa. the africa health systems initiative support to african research partnerships's (ahsi-res) objective is to demonstrate a clear link between research, policy, and action to improve the health outcomes of the most vulnerable populations of the region.   to date, ten funded teams were selected from over fifty proposals following a rigorous merit review process. they are co-led by an african researcher and a decision-maker from three african regions: west africa (burkina faso, mali), east africa (kenya, tanzania, uganda), and southern africa (malawi, zambia). their research focuses on two main areas: 1) the recruitment and retention of health workers and the shift of certain services to less specialized health workers in response to a severe human resources crisis in the health sector in sub-saharan africa, and 2) the role of health information in ensuring greater equity in access to health care.   the ahsi-res is the research component of the african health systems initiative (ahsi), a ten-year, $450-million commitment (2006-2016) to strengthen health systems in sub-saharan africa.   this project is implemented by canada's global health research initiative (ghri), hosted at the international development research centre (idrc). ghri is an established collaborative mechanism comprised of five canadian agencies: cida, idrc, health canada, the public health agency of canada and the canadian institutes of health research. / ce projet supporte des partenariats de recherche entre des chercheurs africains et canadiens afin de trouver des solutions à la crise des ressources humaines en afrique et aux problématiques majeures qui touchent les systèmes de santé en afrique. le support aux ''partenariats de recherche africains grâce à l'initiative sur les systèmes de santé en afrique'' vise à renforcer les systèmes de santé en faisant la démonstration qu'il existe un lien clair entre la recherche, les politiques et les programmes de santé, et ce dans le but d'améliorer l'état de santé des populations les plus vulnérables de la région.   à ce jour, 10 équipes de recherche provenant de trois régions : afrique de l'ouest (burkina faso, mali), afrique de l'est (kenya, tanzanie et ouganda) et afrique du sud (malawi, zambie) ont été sélectionné parmi plus de 50 candidatures suivant un processus rigoureux d'examen du mérite. chaque équipe est dirigée conjointement par un chercheur et un décideur africains. les recherches portent sur deux aspects principaux : 1) le recrutement et la rétention de ressources humaines pour la santé et le transfert de certains services à des travailleurs moins spécialisés en réponse à l'importante crise des ressources humaines en santé en afrique sub-saharienne et 2) le rôle de l'information en santé pour assurer davantage d'équité dans l'accès aux soins de santé.   ahsi-res est la composante recherche de l'initiative sur les systèmes de santé en afrique (issa), un engagement du canada d'une valeur de 450 millions sur une période de 10 ans (2006-2010) dont l'objectif est de renforcer les systèmes de santé en afrique sub-saharienne.   ce projet est mis en oeuvre par l'initiative de recherche en santé mondiale (irsm) du canada, dont le secrétariat est administré par le centre de recherches pour le développement international (crdi). l'irsm est un partenariat de 5 agences canadiennes : l'acdi, le crdi, santé canada, l'agence canadienne de santé publique et les instituts de recherche en santé du canada.;Health workforce, Uganda, system strengthening;0.0
afrika 2000 - kleinprojektefonds der botschaften addis abeba, abidjan, dakar, harare, kapstadt, lagos, pretoria und nairobi embassy small projects fund;Africa dev proj: TZ, GHA, S A, E Ast, Bud Sup;0.0
agenda-21-partnership aachen-cape town agenda-21-partnership aachen-cape town showcasing sustainability via and within good governance, participation, activities / collaborating with and within ngos. working fields are cross issues - ecology, greening, education, social work. arts, health, food, saving resources, public awareness, fundraising etc.;Outlier Topic;0.0
aggregate disbursement aggregate disbursement aggregate disbursement;Outlier Topic;0.0
agrarian reform infrastructure support project (phase ii) agrarian reform infrastructure support project (phase ii) rural development;Integrated Rural Dev;0.0
agribusiness in rural areas agricultural development project agricultural development project;;0.0
agricolture and livestock support for syrian people phase iii agricolture and livestock support for syrian people phase iii the programme aims to increase the agricultural and livestock production and household income of local communities, thourgh the provision of inputs and services made available by the local council administrations inside syria.;Livestock Production Development;0.0
agricultural development agrar-ökologische kleinbäuerliche landnutzung in fissal / senegal;Agric Dev (Agri, Proj);0.0
agricultural enabling environment agricultural enabling environment support agricultural policies, laws and regulations, and institutions that: foster adoption of improved technology, promote investment in infrastructure at all levels, and enhance the natural resource base in ways that respond to the needs of men and women producers. [agriculture cooperative development international/volunteers in overseas cooperative assistance];Outlier Topic;0.0
agricultural extension project (04);Agric Dev (Agri, Proj);0.0
